Fri Sep 24 2021 05:47:51 GMT-0400 (Eastern Daylight Time) - Run Time: 3507ms

Cross Tabulation Query Form - Trip - 2016 v1.1

Row: 2006 GTA zone of origin - gta06_orig
Column: 2006 GTA zone of destination - gta06_dest
Table: Trip purpose of destination - purp_dest


Filters:
Trip purpose of destination - purp_dest In W, 
and
Regional municipality of household - region_hhld In 5, 6, 11, 

Trip 2016
ROW : gta06_orig
COLUMN : gta06_dest

TABLE    : purp_dest (Work)

  gta06_orig  gta06_dest      total
        4084          57         13
        4084          60         11
        4084          65         35
        4084          77         10
        4084          78         18
        4084          90         19
        4084         144         11
        4084         211         23
        4084         231         25
        4084         313         16
        4084         358         75
        4084         414         16
        4084         484         27
        4084        1092         30
        4084        1205         48
        4084        2009         13
        4084        2072         16
        4084        2083         28
        4084        2271          7
        4084        3191         32
        4084        3331         11
        4084        3426         39
        4084        3516         25
        4084        3608         11
        4084        3609         21
        4084        3611         25
        4084        3612          4
        4084        3613         91
        4084        3618        197
        4084        3620         13
        4084        3693         16
        4084        3699         44
        4084        3700         27
        4084        3701         17
        4084        3702         30
        4084        3705         20
        4084        3710         16
        4084        3713         23
        4084        3715         34
        4084        3722         21
        4084        3816         17
        4084        3821         15
        4084        3825         21
        4084        3834         11
        4084        3851         16
        4084        3854         16
        4084        3864         18
        4084        4002         40
        4084        4003         63
        4084        4004         28
        4084        4005         32
        4084        4008        122
        4084        4011        207
        4084        4012         35
        4084        4014         23
        4084        4016         53
        4084        4022         11
        4084        4024         41
        4084        4027        134
        4084        4030         11
        4084        4035         20
        4084        4039         32
        4084        4040         13
        4084        4041         74
        4084        4042         15
        4084        4052         46
        4084        4053         88
        4084        4056         19
        4084        4057         27
        4084        4058         23
        4084        4059         61
        4084        4060         20
        4084        4061        122
        4084        4062         16
        4084        4063         55
        4084        4068        188
        4084        4069        203
        4084        4072         14
        4084        4075         80
        4084        4077        112
        4084        4078        183
        4084        4080         41
        4084        4081        220
        4084        4082        133
        4084        4084        186
        4084        4085         45
        4084        4086         16
        4084        4087         11
        4084        4088         27
        4084        4091         53
        4084        4122         22
        4084        4125         44
        4084        4127         74
        4084        4180         18
        4084        4185         15
        4084        4188         22
        4084        4189         60
        4084        5104          4
        4084        5107         27
        4084        5108          9
        4084        5111         21
        4084        5119         23
        4084        5128         11
        4084        5135         56
        4084        5159         24
        4084        5166         34
        4084        5170         36
        4084        5171         11
        4084        5176         32
        4084        5182          7
        4084        5186        122
        4084        5190         63
        4084        5194        107
        4084        5197         37
        4084        5198         19
        4084        5199         50
        4084        5205         16
        4084        5206         34
        4084        5210         20
        4084        5251         14
        4084        6024         88
        4084        6191         21
        4084        6304         29
        4084        6329         12
        4084        7354         34
        4084        8057         24
        4084        8144         20
        4084        8317          9
        4084        8411         16
        4084        8909         28
        4084        9065         34
        4085          26         15
        4085          47         22
        4085          49         27
        4085          52         13
        4085          54          6
        4085          89          9
        4085         357         36
        4085        2096         23
        4085        3423         20
        4085        3613         29
        4085        3633         39
        4085        3671         34
        4085        3701         21
        4085        3850         41
        4085        4007         27
        4085        4008         30
        4085        4019         47
        4085        4024         46
        4085        4027         41
        4085        4041         14
        4085        4053         92
        4085        4057         47
        4085        4058         20
        4085        4059         29
        4085        4062         70
        4085        4063        264
        4085        4068         27
        4085        4069         49
        4085        4077         52
        4085        4078         17
        4085        4081        128
        4085        4082         66
        4085        4084         20
        4085        4085          8
        4085        4087         20
        4085        4089         70
        4085        4091         20
        4085        4105         29
        4085        4148         21
        4085        4150         19
        4085        4166         27
        4085        4185         27
        4085        4186         41
        4085        4190         65
        4085        5093         25
        4085        5108         17
        4085        5153         10
        4085        5184         49
        4085        5198         27
        4085        5205        108
        4085        5233         14
        4085        5251         63
        4085        6136         14
        4085        7319         29
        4086          55         21
        4086         332         55
        4086         355         72
        4086        4002         31
        4086        4004         37
        4086        4024         21
        4086        4041         51
        4086        4057         25
        4086        4068         62
        4086        4069         20
        4086        4078        116
        4086        4086         83
        4086        4108         13
        4086        4125         34
        4086        5236         19
        4086        7117         23
        4087          26         15
        4087          48         25
        4087        2143         91
        4087        3015         47
        4087        3365         12
        4087        3696         39
        4087        3879         15
        4087        4002         48
        4087        4018         62
        4087        4022         61
        4087        4023         36
        4087        4052         22
        4087        4062         57
        4087        4063         25
        4087        4064         20
        4087        4069         37
        4087        4077         29
        4087        4082         74
        4087        4084         71
        4087        4086         29
        4087        4087         21
        4087        4188         71
        4087        5197         91
        4087        5212         32
        4087        6002         40
        4088          35          9
        4088          54         29
        4088          55         23
        4088          56         22
        4088          59         17
        4088         210         23
        4088        3621         55
        4088        3721         21
        4088        3821         40
        4088        3851         26
        4088        4002         19
        4088        4003         13
        4088        4005         12
        4088        4015         40
        4088        4016         17
        4088        4018         58
        4088        4022         17
        4088        4029         20
        4088        4037         18
        4088        4041         75
        4088        4042         40
        4088        4052         14
        4088        4053         20
        4088        4056         29
        4088        4059         18
        4088        4060        102
        4088        4063         18
        4088        4065         13
        4088        4068         92
        4088        4069         81
        4088        4071         39
        4088        4077         70
        4088        4078         15
        4088        4080         24
        4088        4084         15
        4088        4087         55
        4088        4088         37
        4088        4090         20
        4088        4093         22
        4088        4148         37
        4088        4185          8
        4088        4188         24
        4088        4190         18
        4088        5039         13
        4088        5092         55
        4088        5135         18
        4088        5172          9
        4088        5184         10
        4088        5185         20
        4088        5190         11
        4088        5194         29
        4088        5197          9
        4088        6337         29
        4088        8901         53
        4088        8909         22
        4089          23         33
        4089          29         36
        4089          36         10
        4089          38         22
        4089          53         17
        4089          54         33
        4089          55         14
        4089          63         21
        4089          66         36
        4089          89         17
        4089         195         24
        4089         224         13
        4089         296         29
        4089         344         20
        4089         360         34
        4089         371         21
        4089         391         19
        4089         441         21
        4089         443         94
        4089         541         26
        4089        1194         13
        4089        2118         26
        4089        3325         29
        4089        3340         13
        4089        3357         23
        4089        3422         15
        4089        3514         21
        4089        3608         14
        4089        3611         17
        4089        3613         19
        4089        3617         24
        4089        3618         34
        4089        3620         44
        4089        3621         33
        4089        3623         27
        4089        3633         67
        4089        3635          8
        4089        3639         38
        4089        3641         24
        4089        3646         21
        4089        3660         25
        4089        3662         26
        4089        3689         19
        4089        3690          7
        4089        3693         53
        4089        3696         37
        4089        3699         31
        4089        3709          4
        4089        3717         20
        4089        3720         19
        4089        3816         20
        4089        3821         21
        4089        3823         10
        4089        3847         26
        4089        3851         19
        4089        4003         61
        4089        4004         26
        4089        4006         30
        4089        4007         17
        4089        4009         46
        4089        4012         13
        4089        4020         26
        4089        4024         12
        4089        4027         18
        4089        4030         10
        4089        4041         36
        4089        4042         20
        4089        4052         79
        4089        4053         42
        4089        4054         39
        4089        4057         49
        4089        4059        153
        4089        4060         97
        4089        4061         76
        4089        4062        136
        4089        4063         61
        4089        4064         17
        4089        4068         75
        4089        4069         10
        4089        4073         53
        4089        4076         11
        4089        4077        125
        4089        4078        159
        4089        4081        117
        4089        4082        137
        4089        4083         26
        4089        4084         54
        4089        4085         20
        4089        4088         40
        4089        4089        168
        4089        4090         11
        4089        4093        114
        4089        4094         13
        4089        4103         22
        4089        4108         19
        4089        4113         27
        4089        4125         14
        4089        4148         72
        4089        4181         18
        4089        4183         36
        4089        4186         57
        4089        4189         54
        4089        4190         31
        4089        5020         44
        4089        5036         13
        4089        5043         32
        4089        5068         21
        4089        5069         26
        4089        5072         39
        4089        5082         26
        4089        5087         14
        4089        5105         34
        4089        5107          5
        4089        5109         20
        4089        5142         49
        4089        5186         26
        4089        5192         20
        4089        5193         22
        4089        5195         13
        4089        5199         10
        4089        5206         14
        4089        5233         30
        4089        6020         13
        4089        6126         18
        4089        8113         13
        4089        8315         39
        4089        8948         25
        4089        9065         34
        4090          54         18
        4090          78         19
        4090         157         19
        4090        2004         74
        4090        3605         78
        4090        3705         21
        4090        4009         20
        4090        4041         22
        4090        4057         25
        4090        4062         58
        4090        4068         57
        4090        4080         13
        4090        4081         18
        4090        4082         14
        4090        4086         25
        4090        4088         58
        4090        4103         25
        4090        4119         12
        4090        5193         18
        4090        5198         22
        4090        5241         74
        4090        6294         12
        4091          25          6
        4091          65          6
        4091         354          8
        4091        3720         15
        4091        3721         14
        4091        4052         13
        4091        4057         30
        4091        4061          8
        4091        4062         63
        4091        4063         23
        4091        4064         23
        4091        4069         19
        4091        4078         13
        4091        4081         13
        4091        4088         28
        4091        4110         21
        4091        4188          9
        4091        5036         55
        4091        5139         15
        4091        5191         18
        4091        5193         19
        4091        5197         15
        4091        5198         15
        4091        5232         30
        4091        5235         30
        4091        5251          8
        4091        6163         13
        4092          69         30
        4092        2373         24
        4092        3633         13
        4092        3701         19
        4092        3721          8
        4092        4002          9
        4092        4008         12
        4092        4009         33
        4092        4022         13
        4092        4041         33
        4092        4060         47
        4092        4063         11
        4092        4067         12
        4092        4079         33
        4092        4088         21
        4092        4125         25
        4092        5043         21
        4092        5102          9
        4092        5193         21
        4092        5194         18
        4092        5205         25
        4092        5232         33
        4092        5250          9
        4092        7021         25
        4093          63         11
        4093        3688         11
        4093        4002         19
        4093        4021         12
        4093        4053         15
        4093        4056         36
        4093        4060         17
        4093        4069         12
        4093        4080         17
        4093        4082        116
        4093        5108         10
        4093        5145         10
        4093        5198         15
        4094          49          9
        4094        2369         33
        4094        3671          7
        4094        4003         13
        4094        4069         27
        4094        4091          9
        4094        5148          5
        4094        5172         10
        4096         357         17
        4096        3671         17
        4096        4008         14
        4096        4021         10
        4096        4083         14
        4096        4094         23
        4097          37         10
        4097        2375         27
        4097        3357         10
        4097        3618         19
        4097        4024         13
        4097        4040         24
        4097        4057         15
        4097        4059         19
        4097        4068         25
        4097        4072         13
        4097        4077         10
        4097        4082         13
        4097        4105         10
        4097        4122         15
        4097        5119          4
        4097        5143         14
        4097        5198         10
        4097        6198          6
        4098          55         11
        4098          65          5
        4098         372         17
        4098         392          5
        4098        3618         40
        4098        3639         18
        4098        3709         12
        4098        4022         90
        4098        4057          7
        4098        4062         29
        4098        4063         29
        4098        4064         12
        4098        4069         29
        4098        4078          7
        4098        4096         34
        4098        4125          9
        4098        4133          5
        4098        4140         17
        4098        4145          9
        4098        4192         40
        4098        7235         17
        4099         236         12
        4099         610          4
        4099        3479         19
        4099        4041         14
        4099        4064         19
        4099        4082         27
        4099        4096         31
        4099        4139          4
        4099        4181          4
        4099        7357         14
        4100          50         20
        4100        2083         14
        4100        4008         49
        4101        4029         24
        4101        5193         24
        4103          42         11
        4103          43         20
        4103          46          5
        4103          52         16
        4103          55         10
        4103          56         14
        4103          57          6
        4103          60          9
        4103          63          7
        4103          64         15
        4103          65         14
        4103          68          6
        4103          73         17
        4103          96         42
        4103         180          7
        4103         181         16
        4103         202         10
        4103         294         19
        4103         299         22
        4103         301         31
        4103         308         10
        4103         309         28
        4103         313         14
        4103         350         20
        4103         358          6
        4103         442         19
        4103        1088         29
        4103        2073         18
        4103        2096         15
        4103        2097         13
        4103        2372         11
        4103        3325         34
        4103        3332         19
        4103        3480         81
        4103        3601         19
        4103        3605         28
        4103        3611         11
        4103        3612        131
        4103        3617         12
        4103        3618         86
        4103        3620         12
        4103        3621         51
        4103        3633         22
        4103        3635         23
        4103        3639         36
        4103        3640         17
        4103        3660         50
        4103        3670         41
        4103        3671         10
        4103        3692         19
        4103        3693         18
        4103        3696         14
        4103        3700         22
        4103        3701         53
        4103        3702         37
        4103        3703         50
        4103        3704         12
        4103        3710         22
        4103        3721         25
        4103        3816         35
        4103        3822          9
        4103        3828         16
        4103        3831         42
        4103        3853         24
        4103        4022         90
        4103        4023         16
        4103        4027         59
        4103        4035         12
        4103        4041         42
        4103        4042         21
        4103        4068         11
        4103        4069         23
        4103        4077         14
        4103        4078         51
        4103        4081         31
        4103        4103         18
        4103        4105         24
        4103        4110         41
        4103        4115         16
        4103        4119         12
        4103        4122         24
        4103        4123         84
        4103        4124        108
        4103        4125         15
        4103        4126         27
        4103        4137         23
        4103        4144         27
        4103        4145         17
        4103        4147         70
        4103        4148         62
        4103        4152         10
        4103        4186          9
        4103        4192         47
        4103        7235         31
        4103        7321         29
        4103        8056         41
        4103        8114         16
        4103        8190         19
        4103        8620         14
        4104          67         19
        4104         201         51
        4104        3327         34
        4104        3380         11
        4104        3610         34
        4104        4042         42
        4104        4056         15
        4104        4074         26
        4104        4077         27
        4104        4186         12
        4104        5119         25
        4105          43         15
        4105          45          8
        4105          51         12
        4105          55         12
        4105          56         24
        4105          58         16
        4105          62         12
        4105          65         12
        4105          81         30
        4105          85         34
        4105          89         30
        4105          99         16
        4105         240         14
        4105         285         22
        4105         288         38
        4105         291         29
        4105         296         18
        4105         299         11
        4105         313         12
        4105         315          9
        4105         331         66
        4105         356         21
        4105         358         27
        4105         371         13
        4105         372         21
        4105         378         17
        4105         393         17
        4105         431         40
        4105         454          8
        4105         473         17
        4105         606         13
        4105        2006         25
        4105        2070         13
        4105        2073         64
        4105        2083         25
        4105        2085         30
        4105        2086         12
        4105        2107         56
        4105        2108         10
        4105        2211         29
        4105        2364         16
        4105        2369         28
        4105        2373         31
        4105        2868         27
        4105        3324         18
        4105        3325         18
        4105        3327         15
        4105        3328         39
        4105        3330         20
        4105        3331         18
        4105        3337         34
        4105        3341         23
        4105        3376         23
        4105        3423          8
        4105        3426         18
        4105        3434         19
        4105        3466         16
        4105        3509          9
        4105        3601         30
        4105        3605         24
        4105        3609         42
        4105        3611         21
        4105        3613         21
        4105        3618        111
        4105        3620         17
        4105        3621         34
        4105        3627         28
        4105        3631         12
        4105        3634         46
        4105        3635         13
        4105        3639          9
        4105        3643         17
        4105        3653         31
        4105        3659         17
        4105        3660         26
        4105        3662         17
        4105        3671         44
        4105        3676         29
        4105        3693         62
        4105        3696         10
        4105        3697         11
        4105        3700         34
        4105        3701         12
        4105        3702         10
        4105        3703         29
        4105        3706          6
        4105        3709         15
        4105        3710         93
        4105        3714         28
        4105        3720         42
        4105        3721         35
        4105        3809         76
        4105        3816         31
        4105        3818         30
        4105        3821         15
        4105        3822         18
        4105        3825         15
        4105        3834         14
        4105        3841         19
        4105        3850         31
        4105        3854         22
        4105        3879         21
        4105        4002         18
        4105        4003         37
        4105        4005         11
        4105        4008         34
        4105        4021         30
        4105        4022         11
        4105        4024         41
        4105        4027         14
        4105        4029         20
        4105        4035         13
        4105        4041         38
        4105        4042         29
        4105        4045         31
        4105        4052         15
        4105        4059         13
        4105        4068         18
        4105        4077         38
        4105        4078         12
        4105        4091         15
        4105        4104         52
        4105        4105         80
        4105        4110         16
        4105        4119         52
        4105        4122         76
        4105        4124         58
        4105        4125         94
        4105        4127         24
        4105        4137         39
        4105        4144         12
        4105        4145         14
        4105        4147         69
        4105        4148         87
        4105        4158         30
        4105        4164         17
        4105        4185         48
        4105        4187         37
        4105        4188         17
        4105        4192         25
        4105        4193         11
        4105        5197         41
        4105        7031         13
        4105        7117         20
        4105        7500         12
        4105        8035         14
        4105        8063         17
        4105        8146         25
        4106        4169          9
        4108          21         34
        4108          36         13
        4108          43          9
        4108          52          9
        4108          55         13
        4108          57         16
        4108          59         10
        4108          63         29
        4108          65         44
        4108          67         30
        4108         157         31
        4108         159         14
        4108         240         11
        4108         292         18
        4108         366         17
        4108         371         60
        4108         372          9
        4108         452         28
        4108         454         17
        4108         484         21
        4108         490         18
        4108        1094         15
        4108        2009         13
        4108        2087         27
        4108        2100         34
        4108        2119         44
        4108        2269         26
        4108        2370         19
        4108        2373         13
        4108        3324         17
        4108        3328         13
        4108        3335         46
        4108        3340         15
        4108        3351         26
        4108        3356         17
        4108        3374         25
        4108        3422         15
        4108        3423         51
        4108        3480         24
        4108        3483         25
        4108        3492         30
        4108        3602         16
        4108        3605         16
        4108        3608         22
        4108        3611         26
        4108        3612         38
        4108        3614         30
        4108        3616         58
        4108        3618         13
        4108        3620         23
        4108        3621         31
        4108        3622         26
        4108        3631         26
        4108        3632         26
        4108        3634         26
        4108        3638         22
        4108        3639         18
        4108        3647         35
        4108        3663         26
        4108        3671         30
        4108        3700         18
        4108        3704         22
        4108        3705         19
        4108        3707         44
        4108        3709         92
        4108        3710         63
        4108        3713         25
        4108        3809         21
        4108        3821         18
        4108        3823         19
        4108        3824         22
        4108        3835         40
        4108        3836         28
        4108        3853         59
        4108        3854         10
        4108        4002         33
        4108        4003         30
        4108        4011         18
        4108        4012         79
        4108        4023         17
        4108        4024         58
        4108        4027         34
        4108        4041         14
        4108        4063         34
        4108        4077          7
        4108        4078         34
        4108        4081         30
        4108        4100         27
        4108        4104         14
        4108        4108         43
        4108        4110        103
        4108        4117         31
        4108        4119         29
        4108        4124         10
        4108        4125         45
        4108        4145         15
        4108        4150         27
        4108        4155         12
        4108        4187         22
        4108        5051         14
        4108        7017         17
        4108        7021         17
        4108        7060         13
        4108        7141         11
        4108        7222         22
        4108        7257         25
        4108        7572         16
        4108        8128         34
        4108        8315         15
        4108        8909          3
        4109        4033         23
        4109        4110         45
        4109        4125         30
        4109        5061         11
        4110          22         15
        4110          27         11
        4110          36         11
        4110          37         25
        4110          38         16
        4110          43         18
        4110          45         13
        4110          46          9
        4110          50         30
        4110          52         55
        4110          55         12
        4110          56         19
        4110          57         56
        4110          60         10
        4110          63         20
        4110          65         27
        4110          68          7
        4110          70         19
        4110          86          6
        4110          88         44
        4110          89         80
        4110         141         13
        4110         156         27
        4110         168         13
        4110         179         13
        4110         196          8
        4110         226         12
        4110         266         19
        4110         285         49
        4110         308         19
        4110         313          3
        4110         323         35
        4110         327         13
        4110         355         17
        4110         357          6
        4110         358         57
        4110         360         52
        4110         362         14
        4110         367         43
        4110         378         32
        4110         391         15
        4110         392         38
        4110         394         17
        4110         420          7
        4110         421         10
        4110         444         59
        4110         463         46
        4110         473         11
        4110         491         18
        4110         579          5
        4110         589         44
        4110        1056         26
        4110        2005         17
        4110        2042         47
        4110        2065         14
        4110        2073         29
        4110        2082         25
        4110        2090         16
        4110        2128         18
        4110        2254          8
        4110        2271         17
        4110        2373         31
        4110        2387         31
        4110        2393         14
        4110        3191         86
        4110        3323         13
        4110        3325        116
        4110        3330         13
        4110        3331         20
        4110        3332         13
        4110        3338         17
        4110        3351         22
        4110        3357         31
        4110        3365         30
        4110        3375         22
        4110        3419          7
        4110        3432         38
        4110        3462          6
        4110        3479         21
        4110        3480        114
        4110        3485          9
        4110        3495          8
        4110        3511         46
        4110        3601          9
        4110        3604         10
        4110        3605         23
        4110        3607         17
        4110        3608         34
        4110        3612         14
        4110        3613         17
        4110        3614         18
        4110        3615         13
        4110        3618        109
        4110        3620         15
        4110        3621         60
        4110        3628         19
        4110        3633         74
        4110        3634          9
        4110        3639         74
        4110        3645         13
        4110        3650          9
        4110        3651         15
        4110        3660          6
        4110        3668         11
        4110        3671         10
        4110        3680         11
        4110        3686         31
        4110        3692         95
        4110        3693         69
        4110        3694         14
        4110        3696         23
        4110        3699         43
        4110        3700         17
        4110        3703         17
        4110        3704         59
        4110        3705         48
        4110        3706         55
        4110        3709          9
        4110        3714         17
        4110        3717         34
        4110        3720         24
        4110        3721         61
        4110        3809         25
        4110        3812         21
        4110        3816         25
        4110        3820         15
        4110        3821         25
        4110        3822         33
        4110        3823        115
        4110        3828         21
        4110        3831         10
        4110        3836         21
        4110        3841         28
        4110        3848         24
        4110        3849         26
        4110        3850          4
        4110        3851         21
        4110        3854         72
        4110        3864         60
        4110        3867         41
        4110        3868         23
        4110        3870         10
        4110        4002         15
        4110        4003          9
        4110        4005         19
        4110        4008         38
        4110        4014         33
        4110        4015         32
        4110        4016         14
        4110        4019         59
        4110        4022          6
        4110        4023         43
        4110        4024        121
        4110        4026         23
        4110        4027         17
        4110        4030         21
        4110        4041         62
        4110        4059         30
        4110        4065          7
        4110        4068         30
        4110        4077         40
        4110        4078         41
        4110        4085         11
        4110        4087         19
        4110        4090          3
        4110        4100          9
        4110        4103         28
        4110        4105         17
        4110        4109         13
        4110        4110        110
        4110        4119        156
        4110        4122         22
        4110        4123         63
        4110        4124         57
        4110        4125        124
        4110        4126          3
        4110        4130         13
        4110        4144         46
        4110        4145         40
        4110        4147         21
        4110        4148        105
        4110        4149          3
        4110        4150         30
        4110        4152         21
        4110        4158         11
        4110        4185         16
        4110        4192         67
        4110        5020         47
        4110        5175         19
        4110        5251         75
        4110        7345         49
        4110        7349         19
        4110        7353         24
        4110        7547         30
        4110        8005          3
        4110        8057          9
        4110        8090          9
        4110        8190         26
        4110        8376         10
        4110        9066          6
        4113        3324         36
        4113        3671         36
        4114          65         13
        4114          66         13
        4114         321         30
        4114        3724         30
        4114        4114         13
        4117        3343         24
        4117        3484         18
        4117        3605         31
        4117        3702          7
        4117        4119          9
        4117        4124         25
        4117        4126         26
        4118          21         39
        4118          57         35
        4118         228         24
        4118         309         38
        4118         473         16
        4118         491         17
        4118        2109         16
        4118        3372         20
        4118        3492         16
        4118        3606         34
        4118        3612         10
        4118        3618         10
        4118        3693         16
        4118        3703         26
        4118        3816         10
        4118        3847         26
        4118        4003         16
        4118        4060         16
        4118        4110         35
        4118        4147         17
        4118        4187         16
        4118        7173         10
        4119          36         53
        4119          47         16
        4119          48         15
        4119          49         16
        4119          55         37
        4119          57         46
        4119          60         28
        4119          66         20
        4119          67         33
        4119          69         19
        4119          77         12
        4119         210         16
        4119         228         16
        4119         307         16
        4119         308          9
        4119         312         35
        4119         327         20
        4119         357         39
        4119         387         16
        4119         388         24
        4119         402         16
        4119         444         51
        4119         454         14
        4119         481         27
        4119         525         18
        4119        2004         30
        4119        2005         12
        4119        2006         24
        4119        2082         21
        4119        2398         26
        4119        2623         18
        4119        3015         53
        4119        3192         17
        4119        3328         35
        4119        3330         65
        4119        3331         24
        4119        3333         25
        4119        3339         32
        4119        3340         27
        4119        3343         34
        4119        3352         18
        4119        3381          7
        4119        3423         47
        4119        3436         14
        4119        3479         14
        4119        3480         61
        4119        3495         22
        4119        3509         35
        4119        3519         27
        4119        3601         16
        4119        3605         41
        4119        3609         35
        4119        3611         26
        4119        3612         51
        4119        3613         14
        4119        3618         95
        4119        3619         35
        4119        3625         18
        4119        3626         15
        4119        3633         58
        4119        3643         71
        4119        3657         24
        4119        3662         22
        4119        3665         29
        4119        3671         17
        4119        3674         11
        4119        3694         13
        4119        3702         78
        4119        3703         51
        4119        3705         53
        4119        3709         55
        4119        3713         13
        4119        3718         27
        4119        3720         32
        4119        3816         14
        4119        3821         17
        4119        3834         13
        4119        3835          8
